temperature,reactant_0,reactant_1,reactant_2,reactant_3,solvent_0,catalyst_0,product_0,product_1,reactant_4,reactant_5,reactant_6,reactant_7
291.36452530993944,ClC1=C(C(=O)OC)C=CC(=C1)C(C=CC1=CC(=CC=C1)O)=O,,,,C(C)(=O)OCC,[Pd],ClC1=C(C(=O)OC)C=CC(=C1)C(CCC1=CC(=CC=C1)O)=O,ClC1=C(C(=O)OC)C=CC(=C1)C(CCC1=CC(=CC=C1)O)O,,,,
253.95261285691706,CC=1C(OC(=C(C1OCOC)C)C=1OC2=C(C1)C=C(C=C2)[N+](=O)[O-])=O,[H][H],O1CCOCC1,,CCO,[Pd],CC=1C(OC(=C(C1OCOC)C)C=1OC2=C(C1)C=C(C=C2)NCC)=O,NC=1C=CC2=C(C=C(O2)C2=C(C(=C(C(O2)=O)C)OCOC)C)C1,,,,
273.17663803516297,O,CC(=CCC1=CC=C(C=C1)O)C,,,C(C)(C)O,[Ru],C(CC(C)C)[C@H]1CC[C@H](CC1)O,C(CC(C)C)[C@@H]1CC[C@H](CC1)O,,,,
227.74719408425938,O,CS(=O)(=O)O,CC(=CCC1=CC=C(C=C1)O)C,,C(C)(C)O,[Rh],C(CC(C)C)[C@H]1CC[C@H](CC1)O,C(CC(C)C)[C@@H]1CC[C@H](CC1)O,,,,
248.98640266958117,CC(=CCC1=CC=C(C=C1)O)C,,,,C1CCCCC1,[Rh],C(CC(C)C)[C@H]1CC[C@H](CC1)O,C(CC(C)C)[C@@H]1CC[C@H](CC1)O,,,,
295.217731095696,C(=O)C1=CC=C(S1)C1=C(N=C(S1)NC(C)=O)C,IC1=C(N=C(S1)NC(C)=O)C,CC1(OB(OC1(C)C)C1=CC=C(S1)C(=O)OC)C,[F-].[K+],C1(=CC=CC=C1)C,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],COC(=O)C1=CC=C(S1)C=1SC(=CC1)C(=O)OC,C(C)(=O)NC=1SC(=C(N1)C)C1=CC=C(S1)C(=O)OC,C(C=C)NCC1=CC=C(S1)C1=C(N=C(S1)NC(C)=O)C,,,
243.67701199829628,CC(C)(C)[O-].[Na+],BrC1=CN=C(C=2N1C=CN2)Br,C(C)N(CCNC(=O)C1=NC=C(C=C1)N)CC,OC1=CC=C(CNC(C2=CC=C(C=C2)NC=2C=3N(C(=CN2)C=2C=NNC2)C=CN3)=O)C=C1,C1(=CC=CC=C1)C,CC1(C2=C(C(=CC=C2)P(C3=CC=CC=C3)C4=CC=CC=C4)OC5=C(C=CC=C51)P(C6=CC=CC=C6)C7=CC=CC=C7)C,C(C)N(CCNC(=O)C1=NC=C(C=C1)NC=1C=2N(C(=CN1)Br)C=CN2)CC,N,,,,
256.127423277338,BrC1=CN=C(C=2N1C=CN2)NC2=CC=C(C=C2)N2CCN(CC2)C,C(CCC)[Sn](C=1C=CC(=NC1)C(=O)N)(CCCC)CCCC,,,CN(C)C=O,Cl[Pd]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)Cl,CN1CCN(CC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C=1C=CC(=NC1)C(=O)N)C=CN2,N,,,,
304.00692760417104,BrC1=CC(=CS1)C(=O)N,C(C)(C)(C)OC(N(C=1C=2N(C(=CN1)[Sn](CCCC)(CCCC)CCCC)C=CN2)C2=CC=C(C=C2)N2CCN(CC2)C)=O,,,CN(C)C=O,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,CN1CCN(CC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C1=CC(=CS1)C(=O)N)C=CN2,N,,,,
273.5048295983954,N1=C(C=CC=C1)C=1N=NN(C1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C1=CC=C(C(=O)N)C=C1)C=CN2,N1[C@H](C(=O)O)CCC1,IC1=CC=C(C=C1)[N+](=O)[O-],[N-]=[N+]=[N-].[Na+],CS(=O)C.O,O.O.O.O.O.S(=O)(=O)([O-])[O-].[Cu+2],CN(CC=1N=NN(C1)C1=CC=C(C=C1)[N+](=O)[O-])C,N,C(=O)([O-])[O-].[Na+].[Na+],CN(CC#C)C,[Na].O=C1C(O)=C([O-])[C@H](O1)[C@@H](O)CO,
269.47919613746814,CC1(OB(OC1(C)C)C=1C=C(OC1)C(=O)N)C,N1(CCOCC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C=1C=C3CNC(C3=CC1)=O)C=CN2,C(=O)([O-])[O-].[Na+].[Na+],BrC1=CN=C(C=2N1C=CN2)NC2=CC=C(C=C2)N2CCN(CC2)C(C)C,O1CCOCC1,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,C(C)(C)N1CCN(CC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C=1C=C(OC1)C(=O)N)C=CN2,N,,,,
288.6566593723775,C(=O)([O-])[O-].[Na+].[Na+],BrC1=CN=C(C=2N1C=CN2)NC=2C=NC(=CC2)N2CCN(CC2)C(C)C,N1(CCOCC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C=1C=C3CNC(C3=CC1)=O)C=CN2,CC1(OB(OC1(C)C)C=1C=C2CNC(C2=CC1)=O)C,O1CCOCC1,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,C(C)(C)N1CCN(CC1)C1=CC=C(C=N1)NC=1C=2N(C(=CN1)C=1C=C3CNC(C3=CC1)=O)C=CN2,N,,,,
301.96230285881467,CC(C)(C)[O-].[Na+],CC1(OB(OC1(C)C)C=1C=NNC1)C,N1(CCOCC1)C1=CC=C(C=C1)NC=1C=2N(C(=CN1)C1=CC(NC=C1)=O)C=CN2,C(C)(C)(C)OC(N(C1=CC(=C(C=C1)N1CCOCC1)CN(C)C)C=1C=2N(C(=CN1)Br)C=CN2)=O,CN(C)C=O.O,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,CN(C)CC=1C=C(C=CC1N1CCOCC1)NC=1C=2N(C(=CN1)C=1C=NNC1)C=CN2,N,,,,
288.84193127586286,C[C@@]12CCC[C@@](C1CCC3C2=CC[C@](C3)(C)C=C)(C)C(=O)O,C1(CCCCC1)N,C(=O)(C(=O)Cl)Cl,,C(Cl)Cl,CN(C)C=O,C1(CCCCC1)[NH-],C[C@@]12CCC[C@@](C1CCC3C2=CC[C@](C3)(C)C=C)(C)C(=O)O,,,,
241.06874163782425,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@@H](C3)C(=C)C4)(C)C(=O)O,C1(CCCCC1)N,C(=O)(C(=O)Cl)Cl,,C(Cl)Cl,CN(C)C=O,C1(CCCCC1)[NH-],C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@@H](C3)C(=C)C4)(C)C(=O)O,,,,
236.00646844273228,FC(C(=O)O)(F)F,COC(C1=CC=C(C=C1)N=NC=1NC=C(N1)CC(=O)OC)=O,,,CO,[Pt](=O)=O,FC(C(=O)O)(F)F,COC(CC=1N=C(NC1)N)=O,,,,
256.3802639565325,ON1C(C=2C(C1=O)=CC=CC2)=O,O=O,C(=O)(C)C(=O)C,C1CCC[C@@H]2CCCC[C@H]12,C(C)(=O)O,C(C)(=O)[O-].[Co+2].C(C)(=O)[O-],C(C)(=O)[C@@]12CCCC[C@H]2CCCC1,C(C)(=O)[C@@]12CCCC[C@]2(CCCC1)O,,,,
243.3401341151627,O.NN,ClC=1C=C(C=CC1)C=1C=C2C3(C=NC2=CC1)C(CCCC3)NO,,,C(C)O,[Ni],[OH-].[NH4+],ClC=1C=C(C=CC1)C=1C=C2C3(C(=NC2=CC1)N)CCCCC3,,,,
321.50137748667396,CC1=NC(=C(C(=N1)Cl)[N+](=O)[O-])Cl,N1(CCCC1)C(=CC1=CC=C(C=C1)OC)C,N1CCCC1,Cl[Sn]Cl,CCN(CC)CC,Cl[Ti](Cl)(Cl)Cl,COC1=CC=C(C=C1)CC1=NC=2C(NC(=NC2)C2CC(NCC2)C)=C1,CC1NC(CC(C1)C1=NC=C2C(N1)=C(C=N2)C2=CC=C(C=C2)OC)C,COC1=CC=C(C=C1)CC(C)=O,C(C)(C)N(C(C)C)CC,N1CCCCC1,
290.3640561402359,CC1=NC(=C(C(=N1)Cl)[N+](=O)[O-])Cl,N1CCCC1,Cl[Sn]Cl,C(C)(C)N(C(C)C)CC,CCN(CC)CC,Cl[Ti](Cl)(Cl)Cl,FC1=CC=C(C=C1)C=1C=NC=2C1NC(=NC2)C2CC(NC(C2)C)C,FC1=CC=C(C=C1)CC1CC(CC(N1)C)C1=NC=C2C(N1)=CC=N2,N1CCCCC1,FC1=CC=C(C=C1)C=C(C)N1CCCC1,FC1=CC=C(C=C1)CC(C)=O,
261.83785363436687,Cl,C(C)N(CC)CC,OC1C(C[C@@H](N(C1)C(=O)OCC=C)COCOC)C(=O)OC(C)(C)C,C1CCC2=NCCCN2CC1,ClCCl,CN(C1=CC=NC=C1)C,COCOC[C@@H]1N(CC=C(C1)C(=O)OC(C)(C)C)C(=O)OCC=C,COCOC[C@@H]1N(CC(C(C1)C(=O)OC(C)(C)C)OS(=O)(=O)C)C(=O)OCC=C,CS(=O)(=O)Cl,,,
242.56955563872478,NC1CCN(CC1)CC1=CC=CC=C1,C(C)(=O)O,C(C)(=O)N(C)C1=CC=C(C=C1)S(=O)(=O)Cl,[H][H],C(C)O,[Pd],C(C1=CC=CC=C1)N1CCC(CC1)NS(=O)(=O)C1=CC=C(C=C1)N(C)C(C)=O,C(C)(=O)O.N1CCC(CC1)NS(=O)(=O)C1=CC=C(C=C1)N(C)C(C)=O,,,,
268.7445031981245,N[C@H]1CCC(N2N(C1=O)[C@@H](CC2)C(=O)OC(C)(C)C)=O,O=C(C(=O)OCC)CCC1=CC=CC=C1,,,C(C)O,[Pd],C(C)OC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC(N2N(C1=O)[C@@H](CC2)C(=O)OC(C)(C)C)=O,C(C)OC(=O)[C@@H](CCC1=CC=CC=C1)N[C@H]1CCC(N2N(C1=O)[C@@H](CC2)C(=O)OC(C)(C)C)=O,,,,
237.6331638955134,C(=O)(OCC1=CC=CC=C1)N([C@@H](C1=CC=CC=C1)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)C(C)(C)C)C(=O)N)C,[H][H],,,CO,[C].[Pd],N([C@H](C1=CC=CC=C1)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)C(C)(C)C)C(=O)N)C,N([C@@H](C1=CC=CC=C1)C(=O)N[C@@H](CC1=CC(=C(C=C1)O)C(C)(C)C)C(=O)N)C,,,,
272.65105859674173,FC(C(C=C)O)(F)F,C(CCCCCCCCCCC)N(CCOC1=CC=C(C=C1)I)CCCC(=O)OCC,O1CCCC1,C([O-])(O)=O.[Na+],C(C)(=O)OCC,C(C)(=O)[O-].[Pd+2].C(C)(=O)[O-],C(CCCCCCCCCCC)N(CCOC1=CC=C(C=C1)CCC(C(F)(F)F)=O)CCCC(=O)OCC,C(CCCCCCCCCCC)N(CCOC1=CC=C(C=C1)\C=C\C(C(F)(F)F)O)CCCC(=O)OCC,,,,
257.784249562297,COC=1C=C(C(=O)O)C=C(C1OC)OC,C(C)N(CC)CC,COC=1C=C(C=C(C1OC)OC)Br,P(OCC1=CC=CC=C1)(OCC1=CC=CC=C1)[O-],C1(=CC=CC=C1)C,[Pd].C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,COC=1C=C(C=C(C1OC)OC)P(OCC1=CC=CC=C1)(OCC1=CC=CC=C1)=O,COC=1C=C(C=C(C1OC)OC)Br,,,,
307.14824875760905,Cl,BrC1=CC=C(C(=O)O)C=C1,[Br-].C(C)[NH+](CC)CC,C[Si](C)(C)C#C,C(C)N(CC)CC,Cl[Pd]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)Cl,C(#C)C1=CC=C(C(=O)Cl)C=C1,C[Si](C)(C)C#CC1=CC=C(C(=O)O)C=C1,C(#C)OC(C1=CC=CC=C1)=O,,,
368.23618587570303,O=O,CCCCCCCCCC,CC(C=C)C,,O,[Pd](Cl)Cl,C(C)(C)C(=O)C,CC(C=C)C,,,,
283.4676254083388,[H][H],ClC=1C=CC(=NC1)NC(=O)C1=C(C=CC(=C1)C)[N+](=O)[O-],,,CO,[Pt],NC1=C(C=CC=C1)C(=O)NC1=NC=CC=C1,[Cl-],,,,
297.89499223610613,CN(C(=O)[C@H](CC=C)NC(OCC1=CC=CC=C1)=O)C(C=C)C1=CC=CC=C1,,,,C1(=CC=CC=C1)C,Cl[Ru](Cl)([P](C1CCCCC1)(C2CCCCC2)C3CCCCC3)([P](C4CCCCC4)(C5CCCCC5)C6CCCCC6)=CC7=CC=CC=C7,CN1C([C@H](CC=C[C@H]1C1=CC=CC=C1)NC(OCC1=CC=CC=C1)=O)=O,CN1C([C@H](CC=C[C@@H]1C1=CC=CC=C1)NC(OCC1=CC=CC=C1)=O)=O,,,,
276.2081232580656,CN(C(=O)[C@@H](CC=C)NC(OCC1=CC=CC=C1)=O)C(C=C)C1=CC=CC=C1,,,,C1(=CC=CC=C1)C,Cl[Ru](Cl)([P](C1CCCCC1)(C2CCCCC2)C3CCCCC3)([P](C4CCCCC4)(C5CCCCC5)C6CCCCC6)=CC7=CC=CC=C7,CN1C([C@@H](CC=C[C@H]1C1=CC=CC=C1)NC(OCC1=CC=CC=C1)=O)=O,CN1C([C@@H](CC=C[C@@H]1C1=CC=CC=C1)NC(OCC1=CC=CC=C1)=O)=O,,,,
244.38315045565446,C(C1=CC=CC=C1)N1C2CN(CC1CC2)C(=O)OC(C)(C)C,,,,CO,[OH-].[OH-].[Pd+2],[NH4+].[OH-],C12CN(CC(CC1)N2)C(=O)OC(C)(C)C,,,,
269.1919092199627,ClC1=NC2=C(C=CC=C2C=C1CN1C(C2=CC=CC=C2C1=O)=O)Cl,ClC1=NC2=C(C=CC=C2C=C1C=O)Cl,[Br-],BrC=1C=CC=C2C=C(C(=NC12)C1=CC(=CC=C1)F)CN1C(C2=CC=CC=C2C1=O)=O,O1CCOCC1,[Pd].C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1.C1(=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,ClC1=NC2=C(C=CC=C2C=C1CN1C(C2=CC=CC=C2C1=O)=O)Cl,ClC=1C=CC=C2C=C(C(=NC12)C1=NC=CC=C1)CN,,,,
236.79702535276795,N1=C(C=CC=C1)C1=NC=CC=C1,ClC1=CC=C(C=2N3C(=NC21)NCCCC3)C(CC)CC,BrC1=NC=C(C=C1C)Br,C([O-])([O-])=O.[Cs+].[Cs+],C(C)(=O)OCC,[Cu]I,BrC=1C=C(C(=NC1)N1CCCCN2C1=NC1=C2C(=CC=C1Cl)C(CC)CC)C,BrC1=C(C=C(C=N1)N1CCCCN2C1=NC1=C2C(=CC=C1Cl)C(CC)CC)C,,,,
249.02637019317785,C(=O)([O-])[O-].[K+].[K+],BrC=1C=CC2=C(N(C=N2)C2CN(C2)C)C1,C1N(CCC2=CC=CC=C12)CC(COC1=CC(=CC=C1)B1OC(C(O1)(C)C)(C)C)O,,O.O1CCOCC1,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],C1N(CCC2=CC=CC=C12)CC(COC1=CC(=CC=C1)C=1C=CC2=C(N(C=N2)C2CN(C2)C)C1)O,C(=O)[O-],,,,
267.6442019570501,BrC=1C=CC2=C(N(C=N2)C2CCN(CC2)C(C)=O)C1,C1N(CCC2=CC=CC=C12)CC(COC1=CC(=CC=C1)B1OC(C(O1)(C)C)(C)C)O,C(=O)([O-])[O-].[K+].[K+],,O.O1CCOCC1,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],C(=O)[O-],C1N(CCC2=CC=CC=C12)CC(COC=1C=C(C=CC1)C=1C=CC2=C(N(C=N2)C2CCN(CC2)C(C)=O)C1)O,,,,
238.65358993494718,C(=O)([O-])[O-].[K+].[K+],C1N(CCC2=CC=CC=C12)CC(CNC1=NC=CC(=C1)B1OC(C(O1)(C)C)(C)C)O,ClC=1N=CC2=C(N1)N(C=C2)C,,O,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],C1N(CCC2=CC=CC=C12)CC(CNC1=NC=CC(=C1)C=1N=CC2=C(N1)N(C=C2)C)O,C(=O)[O-],,,,
312.6962525884808,C(=O)([O-])[O-].[K+].[K+],BrC=1C=CC=2N(C1)C(=NC2)C,C1N(CCC2=CC=CC=C12)CC(COC1=CC(=CC=C1)B1OC(C(O1)(C)C)(C)C)O,O1CCOCC1,O,C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P([C-]2C=CC=C2)C3=CC=CC=C3.Cl[Pd]Cl.[Fe+2],C(=O)[O-],C1N(CCC2=CC=CC=C12)CC(COC1=CC(=CC=C1)C=1C=CC=2N(C1)C(=NC2)C)O,,,,
265.19596368885107,CN1CC2=C(N(C=3C=CC(=CC23)C)C(C(O)C2=CC=CC=C2)C)CC1,[OH-].[K+],S(=O)(Cl)Cl,,O,CN(C)C=O,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C\C2=CC=CC=C2)\C)CC1,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C/C2=CC=CC=C2)\C)CC1,,,,
290.7582895736473,CN1CC2=C(N(C=3C=CC(=CC23)C)C(C(O)C2=CC=CC=C2)C)CC1,[OH-].[K+],S(=O)(Cl)Cl,,O,CN(C)C=O,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C\C2=CC=CC=C2)\C)CC1,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C/C2=CC=CC=C2)\C)CC1,,,,
270.79616462943955,CN1CC2=C(N(C=3C=CC(=CC23)C)C(C(O)C2=CC=CC=C2)C)CC1,[OH-].[K+],S(=O)(Cl)Cl,,O,CN(C)C=O,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C\C2=CC=CC=C2)\C)CC1,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C/C2=CC=CC=C2)\C)CC1,,,,
225.84769416538123,CN1CC2=C(N(C=3C=CC(=CC23)C)C(C(O)C2=CC=CC=C2)C)CC1,[OH-].[K+],S(=O)(Cl)Cl,,O,CN(C)C=O,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C\C2=CC=CC=C2)\C)CC1,CN1CC2=C(N(C=3C=CC(=CC23)C)\C(=C/C2=CC=CC=C2)\C)CC1,,,,
311.4637306784532,C(C(=O)Cl)(=O)Cl,COC(=O)C1(CC1)C1=CC=C(C=C1)OCCC(=O)O,,,C(Cl)Cl,CN(C)C=O,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)OC,O=C1CCOC2=CC=C(C=C12)C1(CC1)C(=O)O,,,,
240.6495356884477,[Si](C)(C)(C(C)(C)C)OC1=CC=C(C=C1)B(O)O,BrC=1C(=NC=C(C1)Cl)N,C([O-])([O-])=O.[Na+].[Na+],,COCCOC,C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,NC1=NC=C(C=C1C1=CC=C(C=C1)O)Cl,[Si](C)(C)(C(C)(C)C)OC1=CC=C(C=C1)C=1C(=NC=C(C1)Cl)N,,,,
302.2789389508071,C(C)(=O)OC=1C=C2C(=NC(=NC2=CC1OC)C1=CC(=CC=C1)[N+](=O)[O-])NC=1C=C2C=NN(C2=CC1)C(=O)OC(C)(C)C,,,,CO,[Pd],C(C)(=O)OC=1C=C2C(=NC(=NC2=CC1OC)C1=CC(=CC=C1)N)NC=1C=C2C=NN(C2=CC1)C(=O)OC(C)(C)C,C(C)(=O)OC=1C=C2C(=NC(=NC2=CC1OC)C1=CC(=CC=C1)N)NC1=NN(C2=CC=CC=C12)C(=O)[O-],,,,
238.5622532193511,NC=1N(C(C2(N1)CC(OC1=CC=C(C=C12)Br)C=1SC=CC1)=O)C,C(#N)C1=CC=C(C=C1)B(O)O,,,C(=O)([O-])[O-].[Cs+].[Cs+],Cl[Pd]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)Cl,NC=1N(C([C@]2(N1)C[C@@H](OC1=CC=C(C=C12)C=1C=C(C#N)C=CC1)C=1SC=CC1)=O)C,NC=1N(C([C@]2(N1)C[C@H](OC1=CC=C(C=C12)C=1C=C(C#N)C=CC1)C=1SC=CC1)=O)C,,,,
275.72848633657793,NC=1N(C(C2(N1)CC(OC1=CC=C(C=C12)Br)C1=CC=C(C=C1)F)=O)C,C(#N)C=1C=C(C=CC1)B(O)O,,,C(=O)([O-])[O-].[Cs+].[Cs+],Cl[Pd]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)Cl,NC=1N(C([C@]2(N1)C[C@H](OC1=CC=C(C=C12)C=1C=C(C#N)C=CC1)C1=CC=C(C=C1)F)=O)C,NC=1N(C(C2(N1)CC(OC1=CC=C(C=C12)C=1C=C(C#N)C=CC1)C1=CC=C(C=C1)F)=O)C,,,,
269.32516192396844,C(=O)([O-])[O-].[Cs+].[Cs+],OC(=O)C(F)(F)F.NC=1N(C(C2(CC(SC3=CC=C(C=C23)Br)C2=CC=CC=C2)N1)=O)C,C(#N)C=1C=C(C=CC1)B(O)O,O1CCOCC1,O,Cl[Pd]([P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3)([P](C4=CC=CC=C4)(C5=CC=CC=C5)C6=CC=CC=C6)Cl,C(=O)(C(F)(F)F)O,NC=1N(C(C2(N1)CC(OC1=CC=C(C=C12)C=1C=C(C#N)C=CC1)C1CCCC2=CC=CC=C12)=O)C,,,,
249.23837257066936,Cl.CN(CCCN=C=NCC)C,C(C)N(CC)CC,Cl.Cl.C12(CCCC(CC1)(C2)N)N,CC1=CC=CC(=N1)C(=O)O,C(Cl)Cl,CN(C1=CC=NC=C1)C,ClC=1C=C(C(=O)NC23CCCC(CC2)(C3)NC(=O)C3=NC(=CC=C3)C)C=CC1,C12(CCCC(CC1)(C2)NC(C2=NC(=CC=C2)C)=O)NC(C2=NC(=CC=C2)C)=O,ClC=1C=C(C(=O)O)C=CC1,,,
284.37767608136494,C(C1=CC=C(C(=O)O)C=C1)(=O)O,O,BrBr,C1(=CC=C(C=C1)C)C,C(C)(=O)O,[Co],C(C1=CC=C(C(=O)O)C=C1)(=O)O,COC(C)=O,,,,
278.89635844187967,C12(CC3CC(CC(C1)C3)C2)CO,Br,,,O,[Br-].[Zn+2].[Br-],C12(CC3CC(CC(C1)C3)C2)CO,C12(CC3CC(CC(C1)C3)C2)CBr,,,,
239.1576345719719,[H][H],COC1=C(C=CC=C1)C,[Cl-].[Al+3].[Cl-].[Cl-],C1(CCC(=O)O1)=O,C1=CC=CC=C1,[Pd],CC=1C=C2CCCC(C2=CC1OC)=O,CC1=C(C=C2CCCC(C2=C1)=O)OC,S(O)(O)(=O)=O,COC1=C(C=CC(=C1)C(CCC(=O)O)=O)C,COC1=C(C=C(C=C1)C(CCC(=O)O)=O)C,[BH4-].[Na+]
348.6764996879825,ClC1=C(C=C2C(C(=CN(C2=N1)C1=C(C=C(C(=C1)[N+](=O)[O-])F)F)C(=O)OCC)=O)F,Cl,C(C)O,ClCCl,N1=CC=CC=C1,[Pd],C(C)(C)OC(C)C,NC=1C=C(C(=CC1F)F)N1C=C(C(C2=CC(=C(N=C12)Cl)F)=O)C(=O)OCC,,,,
228.61925582993203,C(C)(C)(C)[Li],CC1(C=2C=CC(=CC2C(=CC1)OS(=O)(=O)C(F)(F)F)C#CC1=CC=C(C(=O)OCC)C=C1)C,BrC1=CC=C(C=C1)C,,[NH4+].[Cl-],C=1C=CC(=CC1)[P](C=2C=CC=CC2)(C=3C=CC=CC3)[Pd]([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)([P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9)[P](C=1C=CC=CC1)(C=1C=CC=CC1)C=1C=CC=CC1,CC1(C=2C=CC(=CC2C(=CC1)C1=CC=C(C=C1)C)C#CC1=CC=C(C(=O)OCC)C=C1)C,[Li]C1=CC=C(C=C1)C,,,,
257.61700479563274,S(=O)(=O)(CC#N)CC#N,[N+](=O)([O-])C=1SC(=CC1)C=O,,,C(C)O,N1CCCCC1,C(#N)CS(=O)(=O)\C(\C#N)=C\C1=CC=C(S1)[N+](=O)[O-],C(#N)/C(=C\C1=CC=C(S1)[N+](=O)[O-])/S(=O)(=O)\C(\C#N)=C\C1=CC=C(S1)[N+](=O)[O-],,,,
290.8498423527616,C(C1=CC=CC=C1)OC(NCC1C(C2C(C(C1)C2)(C)C)=C)=O,C(C)[SiH](CC)CC,C(C)N(CC)CC,,C(Cl)Cl,[Pd](Cl)Cl,C(C)[SiH](CC)CC,CC1(C2CC(C(C1C2)=C)CCN)C,,,,
229.86982024954662,BrC1=CC=C(C=C1)I,FC(C(F)(F)F)(C1=CC=C(C=C1)N1N=C(N=C1)C1=CC=C(C=C1)C)F,FC(C(F)(F)F)(F)I,,CS(=O)C,[Cu],BrC1=CC=C(C=C1)C(C(F)(F)F)(F)F,IC1=CC=C(C=C1)C(C(F)(F)F)(F)F,,,,
